name,element,GW,bonus,clean_sheets,goals_conceded,minutes,own_goals,penalties_saved,saves,selected,value,transfers_balance,yellow_cards,total_points,mean_reversion
Cameron Archer,54,1,0,0,0,8,0,0,0,617143.0,45.0,0,0,1,0.0
Cameron Archer,54,2,0,0,0,0,0,0,0,663763.0,45.0,-6066,0,0,0.0
Cameron Archer,54,3,0,0,0,0,0,0,0,661885.0,45.0,-21979,0,0,0.0
Cameron Archer,54,4,0,0,0,1,0,0,0,614747.0,45.0,-55495,0,1,0.1666666666666666
Cameron Archer,54,5,0,0,0,0,0,0,0,577553.0,45.0,-44355,0,0,0.0666666666666667
Cameron Archer,54,6,0,0,0,0,0,0,0,521389.0,44.0,-62427,0,0,0.0
Cameron Archer,54,8,0,0,0,0,0,0,0,329702.0,43.0,-132231,0,0,-0.0476190476190476
Cameron Archer,54,9,0,0,0,0,0,0,0,324566.0,43.0,-23654,0,0,0.25
Cameron Archer,54,10,0,0,0,9,0,0,0,321745.0,43.0,-5309,0,1,0.3333333333333333
Cameron Archer,54,11,0,0,0,0,0,0,0,320564.0,43.0,-3503,0,0,-0.0333333333333333
Cameron Archer,54,12,0,0,1,9,0,0,0,304026.0,43.0,-15984,0,1,0.0303030303030303
Cameron Archer,54,13,0,0,0,9,0,0,0,315584.0,43.0,7900,0,1,-0.2499999999999999
Cameron Archer,54,14,0,0,0,0,0,0,0,309428.0,43.0,-7179,0,0,-0.282051282051282
Cameron Archer,54,15,0,0,0,0,0,0,0,302934.0,43.0,-7713,0,0,-0.3095238095238095
Cameron Archer,54,16,0,0,0,7,0,0,0,305757.0,42.0,1058,0,1,0.0666666666666667
Cameron Archer,54,17,0,0,0,0,0,0,0,300087.0,42.0,-7305,0,0,0.0416666666666666
Cameron Archer,54,18,0,0,0,0,0,0,0,298432.0,42.0,-2405,0,0,0.0196078431372549
Cameron Archer,54,19,0,0,0,0,0,0,0,291034.0,42.0,-7677,0,0,0.0
Cameron Archer,54,20,0,0,0,0,0,0,0,274714.0,42.0,-16396,0,0,0.3157894736842105
Cameron Archer,54,21,0,0,0,0,0,0,0,258403.0,42.0,-16713,0,0,0.3
Cameron Archer,54,22,0,0,0,0,0,0,0,242111.0,42.0,-16203,0,0,0.2857142857142857
Cameron Archer,54,23,0,0,0,0,0,0,0,234198.0,42.0,-8117,0,0,0.2727272727272727
Cameron Archer,54,24,0,0,0,0,0,0,0,228239.0,42.0,-6147,0,0,0.2608695652173913
Cameron Archer,54,25,0,0,0,0,0,0,0,220445.0,42.0,-6144,0,0,0.25
Cameron Archer,54,26,0,0,0,0,0,0,0,217643.0,42.0,-4552,0,0,0.24
Cameron Archer,54,27,0,0,0,0,0,0,0,212945.0,42.0,-4646,0,0,0.2307692307692307
Cameron Archer,54,28,0,0,0,0,0,0,0,208635.0,42.0,-3651,0,0,0.2222222222222222
Cameron Archer,54,29,0,0,0,0,0,0,0,206019.0,42.0,-3211,0,0,0.2142857142857142
Cameron Archer,54,29,0,0,0,0,0,0,0,206019.0,42.0,-3211,0,0,0.2068965517241379
Cameron Archer,54,30,0,0,0,0,0,0,0,204334.0,42.0,-1898,0,0,0.2
Cameron Archer,54,31,0,0,0,0,0,0,0,202739.0,42.0,-1600,0,0,0.1935483870967742
Cameron Archer,54,32,0,0,0,0,0,0,0,201088.0,42.0,-1488,0,0,0.1875
Cameron Archer,54,33,0,0,0,0,0,0,0,200329.0,42.0,-962,0,0,0.1818181818181818
Cameron Archer,54,34,0,0,0,0,0,0,0,199320.0,42.0,-940,0,0,0.1764705882352941
Cameron Archer,54,35,0,0,0,0,0,0,0,198184.0,42.0,-1180,0,0,0.1714285714285714
Cameron Archer,54,36,0,0,0,0,0,0,0,197334.0,42.0,-849,0,0,0.1666666666666666
Cameron Archer,54,37,0,0,0,0,0,0,0,196509.0,42.0,-804,0,0,0.1621621621621621
Cameron Archer,54,38,0,0,0,0,0,0,0,195744.0,42.0,-730,0,0,0.1578947368421052
Kieffer Moore,62,1,0,1,0,90,0,0,0,20629.0,55.0,0,0,6,0.0
Kieffer Moore,62,2,0,0,4,89,0,0,0,88006.0,55.0,37863,0,2,0.0
Kieffer Moore,62,3,0,0,3,90,0,0,0,126006.0,55.0,29006,0,2,0.0
Kieffer Moore,62,4,0,0,9,90,0,0,0,127591.0,55.0,-1952,0,2,-0.3333333333333335
Kieffer Moore,62,5,0,0,0,13,0,0,0,129837.0,55.0,-1470,0,1,0.6000000000000001
Kieffer Moore,62,6,0,0,0,1,0,0,0,107105.0,55.0,-23214,0,1,0.6666666666666667
Kieffer Moore,62,8,0,0,0,1,0,0,0,82606.0,55.0,-7907,0,1,0.8095238095238095
Kieffer Moore,62,9,0,1,0,71,0,0,0,77116.0,55.0,-8274,0,2,1.125
Kieffer Moore,62,10,0,0,0,1,0,0,0,74657.0,55.0,-3013,0,1,0.6666666666666667
Kieffer Moore,62,11,0,0,0,1,0,0,0,69450.0,55.0,-5318,0,1,0.5666666666666667
Kieffer Moore,62,12,0,0,0,7,0,0,0,64300.0,55.0,-4000,0,1,0.4848484848484848
Kieffer Moore,62,13,0,0,2,45,0,0,0,62549.0,54.0,-3510,0,1,0.75
Kieffer Moore,62,14,3,0,3,90,0,0,0,60395.0,54.0,-2389,0,13,1.6153846153846154
Kieffer Moore,62,15,0,0,4,90,0,0,0,119163.0,54.0,54244,0,2,-2.4285714285714284
Kieffer Moore,62,16,0,1,0,66,0,0,0,133254.0,54.0,15076,0,6,-2.533333333333333
Kieffer Moore,62,17,0,0,2,84,0,0,0,163019.0,54.0,27806,0,2,-4.25
Kieffer Moore,62,18,0,0,2,90,0,0,0,161167.0,54.0,-2137,0,2,-0.6274509803921569
Kieffer Moore,62,19,0,0,1,14,0,0,0,146482.0,54.0,-14612,0,1,-0.7222222222222223
Kieffer Moore,62,20,0,0,2,90,0,0,0,134758.0,53.0,-12126,0,2,0.912280701754386
